Mois;UIC;Nom gare;Nombre de non-conformités;Nombre d'observations;Taux de conformité
2017-01;0087113001;Paris Est;38;598;93.65
2017-01;0087271007;Paris Gare du Nord;120;1236;90.29
2017-01;0087313874;Amiens;30;590;94.92
2017-01;0087318964;Avignon TGV;18;524;96.56
2017-01;0087345025;Lens;55;665;91.73
2017-01;0087387001;Évreux Normandie;20;315;93.65
2017-01;0087391003;Paris Montparnasse Hall 1 & 2;101;1871;94.6
2017-01;0087393702;Massy TGV;9;577;98.44
2017-01;0087474007;Brest;14;332;95.78
2017-01;0087478404;Laval;11;243;95.47
2017-01;0087481705;Saint-Nazaire;17;356;95.22
2017-01;0087485003;La Rochelle;25;509;95.09
2017-01;0087485300;Niort;17;396;95.71
2017-01;0087571000;Tours;48;592;91.89
2017-01;0087571216;Vendôme - Villiers-sur-Loir;15;420;96.43
2017-01;0087584052;Libourne;18;300;94.0
2017-01;0087611004;Toulouse Matabiau;10;624;98.4
2017-01;0087615286;Carcassonne;10;429;97.67
2017-01;0087672006;Pau;9;346;97.4
2017-01;0087713040;Dijon;57;808;92.95
2017-01;0087718007;Besançon Viotte;38;634;94.01
2017-01;0087723197;Lyon Part Dieu;48;736;93.48
2017-01;0087732008;Vichy;11;351;96.87
2017-01;0087745000;Bellegarde;42;402;89.55
2017-01;0087757674;Antibes;76;719;89.43
2017-01;0087764001;Montélimar;25;298;91.61
2018-01;0087113001;Paris Est;47;593;92.07
2018-01;0087171926;Champagne-Ardenne TGV;33;531;93.79
2018-01;0087281071;Calais - Fréthun;19;543;96.5
2018-01;0087286005;Lille Flandres;24;566;95.76
2018-01;0087300863;Besançon Franche-Comté TGV;10;231;95.67
2018-01;0087342014;Arras;41;733;94.41
2018-01;0087473009;Saint-Brieuc;25;335;92.54
2018-01;0087478404;Laval;21;425;95.06
2018-01;0087481002;Nantes;43;591;92.72
2018-01;0087484006;Angers Saint-Laud;60;807;92.57
2018-01;0087486019;La Roche-sur-Yon;6;300;98.0
2018-01;0087576009;Vierzon;7;312;97.76
2018-01;0087576207;Bourges;5;298;98.32
2018-01;0087586008;Agen;5;321;98.44
2018-01;0087611004;Toulouse Matabiau;14;657;97.87
2018-01;0087673004;Bayonne;5;278;98.2
2018-01;0087673202;Dax;19;345;94.49
2018-01;0087673400;Biarritz;12;377;96.82
2018-01;0087745000;Bellegarde;21;403;94.79
2018-01;0087746008;Annecy;31;388;92.01
2018-01;0087757674;Antibes;75;702;89.32
2018-01;0087762906;Lyon Saint-Exupéry TGV;42;488;91.39
2018-01;0087773002;Montpellier Saint-Roch;89;693;87.16
2018-01;0087784009;Perpignan;23;574;95.99
2019-01;0087141002;Nancy;42;619;93.21
2019-01;0087147322;Meuse TGV;12;368;96.74
2019-01;0087212027;Strasbourg;42;621;93.24
2019-01;0087271007;Paris Gare du Nord;112;1460;92.33
2019-01;0087313882;TGV Haute Picardie;28;633;95.58
2019-01;0087319012;Aix-en-Provence TGV;111;807;86.25
2019-01;0087387001;Évreux Normandie;45;267;83.15
2019-01;0087444877;Cherbourg;15;330;95.45
2019-01;0087481002;Nantes;45;600;92.5
2019-01;0087485003;La Rochelle;20;477;95.81
2019-01;0087547000;Paris Austerlitz;62;930;93.33
2019-01;0087571216;Vendôme - Villiers-sur-Loir;44;421;89.55
2019-01;0087581009;Bordeaux Saint-Jean;43;690;93.77
2019-01;0087615286;Carcassonne;28;301;90.7
2019-01;0087725705;Mâcon Loché TGV;12;395;96.96
2019-01;0087732008;Vichy;16;281;94.31
2019-01;0087747006;Grenoble;45;590;92.37
2019-01;0087757625;Cannes;106;857;87.63
2019-01;0087773200;Sète;31;391;92.07
2019-01;0087775007;Nîmes;22;725;96.97
2019-01;0087781005;Béziers;19;394;95.18
2020-01;0087141002;Nancy;37;643;94.25
2020-01;0087171009;Reims;12;694;98.27
2020-01;0087182014;Colmar;18;241;92.53
2020-01;0087182063;Mulhouse;11;343;96.79
2020-01;0087271007;Paris Gare du Nord;105;1455;92.78
2020-01;0087276691;Compiègne;10;223;95.52
2020-01;0087281006;Dunkerque;12;199;93.97
2020-01;0087281071;Calais - Fréthun;10;436;97.71
2020-01;0087300822;Belfort - Montbéliard TGV;19;333;94.29
2020-01;0087342014;Arras;6;84;92.86
2020-01;0087384008;Paris Saint-Lazare;45;673;93.31
2020-01;0087396002;Le Mans;63;658;90.43
2020-01;0087471003;Rennes;8;261;96.93
2020-01;0087473009;Saint-Brieuc;23;282;91.84
2020-01;0087476200;Auray;11;282;96.1
2020-01;0087478107;Saint-Malo;7;206;96.6
2020-01;0087543017;Les Aubrais;17;275;93.82
2020-01;0087575142;Châtellerault;13;235;94.47
2020-01;0087592006;Limoges Bénédictins;12;344;96.51
2020-01;0087673004;Bayonne;8;285;97.19
2020-01;0087725705;Mâcon Loché TGV;14;325;95.69
2020-01;0087734004;Clermont-Ferrand;28;386;92.75
2020-01;0087751008;Marseille Saint-Charles;44;671;93.44
2020-01;0087757674;Antibes;121;934;87.04
2020-01;0087763029;Valence TGV Rhône-Alpes Sud;70;743;90.58
2021-01;0087118000;Troyes;9;421;97.86
2021-01;0087171009;Reims;27;575;95.3
2021-01;0087212027;Strasbourg;19;686;97.23
2021-01;0087281071;Calais - Fréthun;12;510;97.65
2021-01;0087342014;Arras;48;756;93.65
2021-01;0087476606;Vannes;10;370;97.3
2021-01;0087481705;Saint-Nazaire;14;321;95.64
2021-01;0087575001;Poitiers;29;583;95.03
2021-01;0087594002;Brive-la-Gaillarde;16;341;95.31
2021-01;0087611244;Montauban Ville Bourbon;13;324;95.99
2021-01;0087688887;Montpellier Sud de France;25;552;95.47
2021-01;0087722025;Lyon Perrache;2;181;98.9
2021-01;0087755009;Toulon;27;594;95.45
2021-01;0087755447;Les Arcs - Draguignan;46;488;90.57
2021-01;0087757526;Saint-Raphaël Valescure;55;792;93.06
2021-01;0087773200;Sète;28;464;93.97
2021-01;0087781104;Narbonne;20;451;95.57
2017-02;0087118000;Troyes;17;310;94.52
2017-02;0087142109;Lorraine TGV;25;328;92.38
2017-02;0087172007;Charleville-Mézières;8;460;98.26
2017-02;0087182014;Colmar;15;277;94.58
2017-02;0087212027;Strasbourg;64;684;90.64
2017-02;0087271007;Paris Gare du Nord transmanche;126;1255;89.96
2017-02;0087343004;Valenciennes;31;585;94.7
2017-02;0087345009;Douai;24;595;95.97
2017-02;0087345025;Lens;38;517;92.65
2017-02;0087387001;Évreux Normandie;14;206;93.2
2017-02;0087391003;Paris Montparnasse Hall 1 & 2;89;1909;95.34
2017-02;0087473009;Saint-Brieuc;24;343;93.0
2017-02;0087478404;Laval;12;244;95.08
2017-02;0087486019;La Roche-sur-Yon;7;300;97.67
2017-02;0087575142;Châtellerault;6;270;97.78
2017-02;0087576009;Vierzon;12;287;95.82
2017-02;0087581009;Bordeaux Saint-Jean;22;622;96.46
2017-02;0087671339;Lourdes;2;292;99.32
2017-02;0087672006;Pau;8;350;97.71
2017-02;0087713040;Dijon;59;794;92.57
2017-02;0087726000;Saint-Étienne Châteaucreux;42;556;92.45
2017-02;0087741793;Bourg-Saint-Maurice;21;335;93.73
2017-02;0087757526;Saint-Raphaël Valescure;106;712;85.11
2017-02;0087763029;Valence TGV Rhône-Alpes Sud;55;726;92.42
2018-02;0087111849;Marne-la-Vallée Chessy;52;665;92.18
2018-02;0087172007;Charleville-Mézières;14;791;98.23
2018-02;0087182063;Mulhouse;12;505;97.62
2018-02;0087271007;Paris Gare du Nord;137;1280;89.3
2018-02;0087342014;Arras;44;659;93.32
2018-02;0087343004;Valenciennes;12;590;97.97
2018-02;0087393702;Massy TGV;19;497;96.18
2018-02;0087444265;Lisieux;15;305;95.08
2018-02;0087478404;Laval;19;344;94.48
2018-02;0087481002;Nantes;31;584;94.69
2018-02;0087486019;La Roche-sur-Yon;7;300;97.67
2018-02;0087586008;Agen;12;316;96.2
2018-02;0087592006;Limoges Bénédictins;10;329;96.96
2018-02;0087611244;Montauban Ville Bourbon;12;322;96.27
2018-02;0087673004;Bayonne;11;300;96.33
2018-02;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;11;300;96.33
2018-02;0087718007;Besançon Viotte;29;562;94.84
2018-02;0087741728;Moûtiers - Salins - Brides-les-Bains;15;300;95.0
2018-02;0087746008;Annecy;14;387;96.38
2018-02;0087755447;Les Arcs - Draguignan;26;411;93.67
2018-02;0087757526;Saint-Raphaël Valescure;56;768;92.71
2018-02;0087757674;Antibes;85;699;87.84
2018-02;0087763029;Valence TGV Rhône-Alpes Sud;59;725;91.86
2018-02;0087781005;Béziers;26;498;94.78
2019-02;0087111849;Marne-la-Vallée Chessy;67;703;90.47
2019-02;0087113001;Paris Est;37;585;93.68
2019-02;0087191007;Thionville;3;75;96.0
2019-02;0087192039;Metz Ville;31;634;95.11
2019-02;0087212027;Strasbourg;45;806;94.42
2019-02;0087223263;Lille Europe;31;743;95.83
2019-02;0087276691;Compiègne;13;223;94.17
2019-02;0087300822;Belfort - Montbéliard TGV;34;407;91.65
2019-02;0087300863;Besançon Franche-Comté TGV;19;293;93.52
2019-02;0087343004;Valenciennes;17;574;97.04
2019-02;0087345009;Douai;36;563;93.61
2019-02;0087396002;Le Mans;79;631;87.48
2019-02;0087444000;Caen;39;770;94.94
2019-02;0087444372;Trouville - Deauville;10;146;93.15
2019-02;0087474338;Morlaix;18;354;94.92
2019-02;0087478404;Laval;26;439;94.08
2019-02;0087484006;Angers Saint-Laud;64;658;90.27
2019-02;0087571000;Tours;9;230;96.09
2019-02;0087571216;Vendôme - Villiers-sur-Loir;32;420;92.38
2019-02;0087576207;Bourges;4;250;98.4
2019-02;0087586008;Agen;24;322;92.55
2019-02;0087592006;Limoges Bénédictins;11;345;96.81
2019-02;0087671339;Lourdes;3;320;99.06
2019-02;0087673004;Bayonne;9;289;96.89
2019-02;0087673400;Biarritz;15;370;95.95
2019-02;0087686006;Paris Gare de Lyon Hall 1 & 2;72;1028;93.0
2019-02;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;8;287;97.21
2019-02;0087718007;Besançon Viotte;34;527;93.55
2019-02;0087726000;Saint-Étienne Châteaucreux;25;371;93.26
2019-02;0087741728;Moûtiers - Salins - Brides-les-Bains;9;225;96.0
2019-02;0087743005;Bourg-en-Bresse;18;391;95.4
2019-02;0087745000;Bellegarde;24;413;94.19
2019-02;0087755009;Toulon;32;636;94.97
2019-02;0087755447;Les Arcs - Draguignan;35;490;92.86
2019-02;0087763029;Valence TGV Rhône-Alpes Sud;59;726;91.87
2019-02;0087773200;Sète;30;441;93.2
2019-02;0087781005;Béziers;13;393;96.69
2019-02;0087781104;Narbonne;74;459;83.88
2020-02;0087113001;Paris Est;39;620;93.71
2020-02;0087147322;Meuse TGV;20;294;93.2
2020-02;0087171926;Champagne-Ardenne TGV;41;509;91.94
2020-02;0087191007;Thionville;17;257;93.39
2020-02;0087223263;Lille Europe;24;505;95.25
2020-02;0087276691;Compiègne;21;279;92.47
2020-02;0087300822;Belfort - Montbéliard TGV;18;337;94.66
2020-02;0087474007;Brest;19;326;94.17
2020-02;0087474098;Quimper;1;79;98.73
2020-02;0087476200;Auray;16;350;95.43
2020-02;0087478404;Laval;14;349;95.99
2020-02;0087481002;Nantes;31;598;94.82
2020-02;0087485003;La Rochelle;39;488;92.01
2020-02;0087571240;Saint-Pierre-des-Corps;29;474;93.88
2020-02;0087576009;Vierzon;5;249;97.99
2020-02;0087583005;Angoulême;45;600;92.5
2020-02;0087586008;Agen;11;241;95.44
2020-02;0087615286;Carcassonne;5;278;98.2
2020-02;0087673004;Bayonne;11;301;96.35
2020-02;0087696005;Nevers;9;151;94.04
2020-02;0087743005;Bourg-en-Bresse;10;369;97.29
2020-02;0087746008;Annecy;8;281;97.15
2020-02;0087781278;Agde;15;274;94.53
2020-02;0087784009;Perpignan;24;594;95.96
2021-02;0087141002;Nancy;23;609;96.22
2021-02;0087142109;Lorraine TGV;24;328;92.68
2021-02;0087223263;Lille Europe;11;340;96.76
2021-02;0087271494;Aéroport Charles de Gaulle 2 TGV;23;208;88.94
2021-02;0087300863;Besançon Franche-Comté TGV;20;142;85.92
2021-02;0087384008;Paris Saint-Lazare;53;715;92.59
2021-02;0087393702;Massy TGV;5;212;97.64
2021-02;0087396002;Le Mans;56;661;91.53
2021-02;0087481754;La Baule-Escoublac;6;254;97.64
2021-02;0087571240;Saint-Pierre-des-Corps;47;547;91.41
2021-02;0087575001;Poitiers;25;587;95.74
2021-02;0087615286;Carcassonne;11;282;96.1
2021-02;0087673004;Bayonne;13;208;93.75
2021-02;0087734004;Clermont-Ferrand;16;370;95.68
2021-02;0087745000;Bellegarde;12;198;93.94
2021-02;0087751008;Marseille Saint-Charles;40;573;93.02
2021-02;0087763029;Valence TGV Rhône-Alpes Sud;25;375;93.33
2021-02;0087775007;Nîmes;12;616;98.05
2017-03;0087111849;Marne-la-Vallée Chessy;76;694;89.05
2017-03;0087171009;Reims;23;896;97.43
2017-03;0087172007;Charleville-Mézières;14;552;97.46
2017-03;0087192039;Metz Ville;41;608;93.26
2017-03;0087212027;Strasbourg;41;682;93.99
2017-03;0087271007;Paris Gare du Nord transmanche;136;1261;89.21
2017-03;0087271007;Paris Gare du Nord;136;1261;89.21
2017-03;0087387001;Évreux Normandie;16;254;93.7
2017-03;0087473009;Saint-Brieuc;16;295;94.58
2017-03;0087476002;Lorient Bretagne Sud;31;343;90.96
2017-03;0087481002;Nantes;39;589;93.38
2017-03;0087484006;Angers Saint-Laud;52;714;92.72
2017-03;0087571216;Vendôme - Villiers-sur-Loir;24;528;95.45
2017-03;0087571240;Saint-Pierre-des-Corps;23;645;96.43
2017-03;0087597005;Châteauroux;16;362;95.58
2017-03;0087672006;Pau;10;348;97.13
2017-03;0087713040;Dijon;56;804;93.03
2017-03;0087747006;Grenoble;17;617;97.24
2017-03;0087756056;Nice;55;557;90.13
2017-03;0087775007;Nîmes;28;734;96.19
2017-03;0087781005;Béziers;13;430;96.98
2017-03;0087784009;Perpignan;26;596;95.64
2018-03;0087113001;Paris Est;48;602;92.03
2018-03;0087147322;Meuse TGV;13;361;96.4
2018-03;0087182063;Mulhouse;9;521;98.27
2018-03;0087191007;Thionville;16;329;95.14
2018-03;0087271007;Paris Gare du Nord transmanche;123;1286;90.44
2018-03;0087313874;Amiens;20;435;95.4
2018-03;0087318964;Avignon TGV;26;518;94.98
2018-03;0087345009;Douai;33;597;94.47
2018-03;0087413013;Le Havre;6;431;98.61
2018-03;0087444000;Caen;21;609;96.55
2018-03;0087444372;Trouville - Deauville;9;200;95.5
2018-03;0087473009;Saint-Brieuc;35;322;89.13
2018-03;0087474098;Quimper;8;62;87.1
2018-03;0087481002;Nantes;36;584;93.84
2018-03;0087484006;Angers Saint-Laud;54;714;92.44
2018-03;0087485003;La Rochelle;40;530;92.45
2018-03;0087543009;Orléans;37;659;94.39
2018-03;0087571240;Saint-Pierre-des-Corps;19;739;97.43
2018-03;0087574004;Blois - Chambord;24;268;91.04
2018-03;0087575142;Châtellerault;8;221;96.38
2018-03;0087586008;Agen;5;315;98.41
2018-03;0087611244;Montauban Ville Bourbon;11;308;96.43
2018-03;0087725705;Mâcon Loché TGV;8;270;97.04
2018-03;0087734004;Clermont-Ferrand;34;485;92.99
2018-03;0087745000;Bellegarde;9;401;97.76
2018-03;0087755447;Les Arcs - Draguignan;39;465;91.61
2018-03;0087763029;Valence TGV Rhône-Alpes Sud;61;710;91.41
2018-03;0087781104;Narbonne;18;448;95.98
2019-03;0087271494;Aéroport Charles de Gaulle 2 TGV;36;536;93.28
2019-03;0087286005;Lille Flandres;37;789;95.31
2019-03;0087343004;Valenciennes;15;572;97.38
2019-03;0087345025;Lens;58;814;92.87
2019-03;0087444000;Caen;49;857;94.28
2019-03;0087444877;Cherbourg;7;264;97.35
2019-03;0087474007;Brest;22;316;93.04
2019-03;0087476002;Lorient Bretagne Sud;11;270;95.93
2019-03;0087476606;Vannes;25;445;94.38
2019-03;0087478107;Saint-Malo;10;442;97.74
2019-03;0087478404;Laval;15;331;95.47
2019-03;0087481754;La Baule-Escoublac;11;260;95.77
2019-03;0087484006;Angers Saint-Laud;32;720;95.56
2019-03;0087486019;La Roche-sur-Yon;19;237;91.98
2019-03;0087571000;Tours;28;604;95.36
2019-03;0087574004;Blois - Chambord;4;125;96.8
2019-03;0087581009;Bordeaux Saint-Jean;45;749;93.99
2019-03;0087584052;Libourne;10;307;96.74
2019-03;0087615286;Carcassonne;8;292;97.26
2019-03;0087686006;Paris Gare de Lyon Hall 1 & 2;72;1028;93.0
2019-03;0087686667;Paris Bercy Bourgogne - Pays d'Auvergne;32;659;95.14
2019-03;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;7;295;97.63
2019-03;0087723197;Lyon Part Dieu;37;377;90.19
2019-03;0087741793;Bourg-Saint-Maurice;7;157;95.54
2019-03;0087756056;Nice;72;779;90.76
2019-03;0087775007;Nîmes;27;725;96.28
2019-03;0087781104;Narbonne;59;544;89.15
2019-03;0087784009;Perpignan;8;300;97.33
2020-03;0087118000;Troyes;36;226;84.07
2020-03;0087141002;Nancy;16;303;94.72
2020-03;0087191007;Thionville;11;170;93.53
2020-03;0087271494;Aéroport Charles de Gaulle 2 TGV;27;270;90.0
2020-03;0087276691;Compiègne;3;55;94.55
2020-03;0087281006;Dunkerque;5;99;94.95
2020-03;0087313874;Amiens;11;125;91.2
2020-03;0087343004;Valenciennes;6;145;95.86
2020-03;0087384008;Paris Saint-Lazare;20;243;91.77
2020-03;0087413013;Le Havre;4;106;96.23
2020-03;0087444265;Lisieux;2;52;96.15
2020-03;0087444877;Cherbourg;5;132;96.21
2020-03;0087474007;Brest;5;147;96.6
2020-03;0087575001;Poitiers;7;219;96.8
2020-03;0087611244;Montauban Ville Bourbon;8;163;95.09
2020-03;0087686006;Paris Gare de Lyon Hall 1 & 2;42;533;92.12
2020-03;0087723197;Lyon Part Dieu;7;183;96.17
2020-03;0087732008;Vichy;7;181;96.13
2020-03;0087773002;Montpellier Saint-Roch;20;196;89.8
2021-03;0087147322;Meuse TGV;10;363;97.25
2021-03;0087192039;Metz Ville;36;469;92.32
2021-03;0087271007;Paris Gare du Nord;77;1423;94.59
2021-03;0087286005;Lille Flandres;8;302;97.35
2021-03;0087300822;Belfort - Montbéliard TGV;46;318;85.53
2021-03;0087313874;Amiens;16;378;95.77
2021-03;0087343004;Valenciennes;5;306;98.37
2021-03;0087384008;Paris Saint-Lazare;47;880;94.66
2021-03;0087396002;Le Mans;48;657;92.69
2021-03;0087444000;Caen;7;402;98.26
2021-03;0087444877;Cherbourg;10;330;96.97
2021-03;0087474098;Quimper;32;430;92.56
2021-03;0087481754;La Baule-Escoublac;6;255;97.65
2021-03;0087484006;Angers Saint-Laud;152;899;83.09
2021-03;0087571240;Saint-Pierre-des-Corps;37;606;93.89
2021-03;0087584052;Libourne;10;305;96.72
2021-03;0087611244;Montauban Ville Bourbon;18;328;94.51
2021-03;0087686006;Paris Gare de Lyon Hall 1 & 2;63;1014;93.79
2021-03;0087725705;Mâcon Loché TGV;6;325;98.15
2021-03;0087726000;Saint-Étienne Châteaucreux;21;462;95.45
2021-03;0087732008;Vichy;9;347;97.41
2021-03;0087741009;Chambéry - Challes-les-Eaux;13;367;96.46
2021-03;0087741728;Moûtiers - Salins - Brides-les-Bains;3;150;98.0
2021-03;0087757526;Saint-Raphaël Valescure;50;786;93.64
2017-04;0087142109;Lorraine TGV;16;165;90.3
2017-04;0087171009;Reims;21;799;97.37
2017-04;0087171926;Champagne-Ardenne TGV;53;625;91.52
2017-04;0087281006;Dunkerque;24;447;94.63
2017-04;0087318964;Avignon TGV;21;609;96.55
2017-04;0087319012;Aix-en-Provence TGV;80;692;88.44
2017-04;0087343004;Valenciennes;31;574;94.6
2017-04;0087345025;Lens;27;444;93.92
2017-04;0087391003;Paris Montparnasse Hall 1 & 2;71;1295;94.52
2017-04;0087396002;Le Mans;56;669;91.63
2017-04;0087474338;Morlaix;24;232;89.66
2017-04;0087476002;Lorient Bretagne Sud;32;333;90.39
2017-04;0087476200;Auray;23;279;91.76
2017-04;0087481002;Nantes;37;580;93.62
2017-04;0087481705;Saint-Nazaire;19;356;94.66
2017-04;0087481754;La Baule-Escoublac;20;273;92.67
2017-04;0087485300;Niort;29;403;92.8
2017-04;0087543009;Orléans;67;659;89.83
2017-04;0087575142;Châtellerault;6;270;97.78
2017-04;0087611004;Toulouse Matabiau;17;581;97.07
2017-04;0087672006;Pau;11;348;96.84
2017-04;0087673004;Bayonne;15;288;94.79
2017-04;0087741728;Moûtiers - Salins - Brides-les-Bains;27;360;92.5
2017-04;0087741793;Bourg-Saint-Maurice;17;333;94.89
2017-04;0087745000;Bellegarde;32;411;92.21
2017-04;0087757625;Cannes;87;703;87.62
2017-04;0087762906;Lyon Saint-Exupéry TGV;28;380;92.63
2017-04;0087763029;Valence TGV Rhône-Alpes Sud;48;721;93.34
2018-04;0087171009;Reims;8;601;98.67
2018-04;0087191007;Thionville;27;408;93.38
2018-04;0087281071;Calais - Fréthun;23;785;97.07
2018-04;0087387001;Évreux Normandie;16;296;94.59
2018-04;0087391003;Paris Montparnasse Hall 1 & 2;107;1882;94.31
2018-04;0087396002;Le Mans;73;621;88.24
2018-04;0087413013;Le Havre;8;455;98.24
2018-04;0087476200;Auray;13;285;95.44
2018-04;0087547000;Paris Austerlitz;35;582;93.99
2018-04;0087571216;Vendôme - Villiers-sur-Loir;37;422;91.23
2018-04;0087581009;Bordeaux Saint-Jean;56;827;93.23
2018-04;0087611004;Toulouse Matabiau;12;640;98.12
2018-04;0087713040;Dijon;48;703;93.17
2018-04;0087755447;Les Arcs - Draguignan;39;471;91.72
2018-04;0087757625;Cannes;123;742;83.42
2018-04;0087764001;Montélimar;21;364;94.23
2018-04;0087781005;Béziers;35;475;92.63
2018-04;0087781104;Narbonne;23;448;94.87
2019-04;0087191007;Thionville;15;334;95.51
2019-04;0087271007;Paris Gare du Nord transmanche;115;1456;92.1
2019-04;0087281071;Calais - Fréthun;17;658;97.42
2019-04;0087286005;Lille Flandres;38;646;94.12
2019-04;0087300822;Belfort - Montbéliard TGV;14;343;95.92
2019-04;0087345009;Douai;32;567;94.36
2019-04;0087396002;Le Mans;84;653;87.14
2019-04;0087474098;Quimper;1;323;99.69
2019-04;0087476002;Lorient Bretagne Sud;9;268;96.64
2019-04;0087481705;Saint-Nazaire;23;314;92.68
2019-04;0087581009;Bordeaux Saint-Jean;69;839;91.78
2019-04;0087592006;Limoges Bénédictins;10;332;96.99
2019-04;0087611244;Montauban Ville Bourbon;10;327;96.94
2019-04;0087673004;Bayonne;9;278;96.76
2019-04;0087673202;Dax;29;338;91.42
2019-04;0087673400;Biarritz;16;447;96.42
2019-04;0087713040;Dijon;64;806;92.06
2019-04;0087741728;Moûtiers - Salins - Brides-les-Bains;17;143;88.11
2019-04;0087743005;Bourg-en-Bresse;13;371;96.5
2019-04;0087747006;Grenoble;13;331;96.07
2019-04;0087756056;Nice;81;785;89.68
2019-04;0087757526;Saint-Raphaël Valescure;78;790;90.13
2019-04;0087757674;Antibes;184;989;81.4
2019-04;0087764001;Montélimar;20;308;93.51
2019-04;0087775007;Nîmes;22;730;96.99
2019-04;0087784009;Perpignan;23;664;96.54
2021-04;0087111849;Marne-la-Vallée Chessy;32;682;95.31
2021-04;0087113001;Paris Est;32;595;94.62
2021-04;0087192039;Metz Ville;33;468;92.95
2021-04;0087271007;Paris Gare du Nord transmanche;59;1421;95.85
2021-04;0087300863;Besançon Franche-Comté TGV;32;292;89.04
2021-04;0087444265;Lisieux;17;293;94.2
2021-04;0087474007;Brest;15;298;94.97
2021-04;0087474338;Morlaix;60;388;84.54
2021-04;0087476606;Vannes;12;345;96.52
2021-04;0087478404;Laval;21;306;93.14
2021-04;0087481705;Saint-Nazaire;8;344;97.67
2021-04;0087571216;Vendôme - Villiers-sur-Loir;18;239;92.47
2021-04;0087575001;Poitiers;33;581;94.32
2021-04;0087594002;Brive-la-Gaillarde;10;349;97.13
2021-04;0087611244;Montauban Ville Bourbon;19;324;94.14
2021-04;0087673202;Dax;18;402;95.52
2021-04;0087686006;Paris Gare de Lyon Hall 1 & 2;54;1046;94.84
2021-04;0087696005;Nevers;13;155;91.61
2021-04;0087713040;Dijon;3;353;99.15
2021-04;0087745000;Bellegarde;10;301;96.68
2021-04;0087747006;Grenoble;22;325;93.23
2021-04;0087757674;Antibes;66;672;90.18
2021-04;0087773200;Sète;17;392;95.66
2021-04;0087775007;Nîmes;15;597;97.49
2017-05;0087113001;Paris Est;43;598;92.81
2017-05;0087118000;Troyes;16;292;94.52
2017-05;0087147322;Meuse TGV;8;290;97.24
2017-05;0087171009;Reims;16;711;97.75
2017-05;0087271494;Aéroport Charles de Gaulle 2 TGV;63;562;88.79
2017-05;0087276691;Compiègne;17;379;95.51
2017-05;0087473009;Saint-Brieuc;31;350;91.14
2017-05;0087476002;Lorient Bretagne Sud;19;166;88.55
2017-05;0087476606;Vannes;68;353;80.74
2017-05;0087484006;Angers Saint-Laud;68;630;89.21
2017-05;0087547000;Paris Austerlitz;34;571;94.05
2017-05;0087574004;Blois - Chambord;19;259;92.66
2017-05;0087581009;Bordeaux Saint-Jean;38;713;94.67
2017-05;0087586008;Agen;92;480;80.83
2017-05;0087597005;Châteauroux;18;433;95.84
2017-05;0087615286;Carcassonne;22;434;94.93
2017-05;0087723197;Lyon Part Dieu;44;747;94.11
2017-05;0087751008;Marseille Saint-Charles;79;671;88.23
2018-05;0087142109;Lorraine TGV;34;326;89.57
2018-05;0087171926;Champagne-Ardenne TGV;39;534;92.7
2018-05;0087271494;Aéroport Charles de Gaulle 2 TGV;38;536;92.91
2018-05;0087281006;Dunkerque;23;362;93.65
2018-05;0087343004;Valenciennes;15;591;97.46
2018-05;0087345009;Douai;29;585;95.04
2018-05;0087393702;Massy TGV;24;708;96.61
2018-05;0087411017;Rouen Rive Droite;35;638;94.51
2018-05;0087413013;Le Havre;6;343;98.25
2018-05;0087474098;Quimper;1;86;98.84
2018-05;0087481705;Saint-Nazaire;9;232;96.12
2018-05;0087481754;La Baule-Escoublac;17;252;93.25
2018-05;0087571000;Tours;20;423;95.27
2018-05;0087575001;Poitiers;28;553;94.94
2018-05;0087584052;Libourne;15;308;95.13
2018-05;0087615286;Carcassonne;10;217;95.39
2018-05;0087673202;Dax;15;339;95.58
2018-05;0087686006;Paris Gare de Lyon Hall 1 & 2;67;989;93.23
2018-05;0087723197;Lyon Part Dieu;43;643;93.31
2018-05;0087725705;Mâcon Loché TGV;10;403;97.52
2018-05;0087732008;Vichy;9;355;97.46
2018-05;0087741728;Moûtiers - Salins - Brides-les-Bains;7;132;94.7
2018-05;0087747006;Grenoble;42;671;93.74
2018-05;0087755447;Les Arcs - Draguignan;38;466;91.85
2018-05;0087756056;Nice;73;883;91.73
2018-05;0087763029;Valence TGV Rhône-Alpes Sud;58;717;91.91
2018-05;0087773200;Sète;31;442;92.99
2018-05;0087781005;Béziers;23;392;94.13
2018-05;0087784009;Perpignan;18;365;95.07
2019-05;0087118000;Troyes;27;255;89.41
2019-05;0087182063;Mulhouse;17;500;96.6
2019-05;0087212027;Strasbourg;43;629;93.16
2019-05;0087276691;Compiègne;6;166;96.39
2019-05;0087281006;Dunkerque;27;409;93.4
2019-05;0087286005;Lille Flandres;49;813;93.97
2019-05;0087313874;Amiens;37;269;86.25
2019-05;0087342014;Arras;45;744;93.95
2019-05;0087345009;Douai;31;573;94.59
2019-05;0087391003;Paris Montparnasse Hall 1 & 2;92;1811;94.92
2019-05;0087444877;Cherbourg;12;396;96.97
2019-05;0087478404;Laval;12;434;97.24
2019-05;0087484006;Angers Saint-Laud;47;835;94.37
